pregid,postgid,frequency,dt,path
142165,137052,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/142165-137052/50Hz_50ms/simulation.batch
139449,140425,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/139449-140425/50Hz_50ms/simulation.batch
151593,140270,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/151593-140270/50Hz_50ms/simulation.batch
137308,141285,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/137308-141285/50Hz_50ms/simulation.batch
138562,153595,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/138562-153595/50Hz_50ms/simulation.batch
156364,149818,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/156364-149818/50Hz_50ms/simulation.batch
138728,158705,50.0,50,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/138728-158705/50Hz_50ms/simulation.batch
146806,140796,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/146806-140796/50Hz_30ms/simulation.batch
153644,146547,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/153644-146547/50Hz_30ms/simulation.batch
154545,155425,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/154545-155425/50Hz_30ms/simulation.batch
150694,140194,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/150694-140194/50Hz_30ms/simulation.batch
153149,143725,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/153149-143725/50Hz_30ms/simulation.batch
144522,156301,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/144522-156301/50Hz_30ms/simulation.batch
151530,139432,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/151530-139432/50Hz_30ms/simulation.batch
153073,153157,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/153073-153157/50Hz_30ms/simulation.batch
146511,137417,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/146511-137417/50Hz_30ms/simulation.batch
155300,155566,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/155300-155566/50Hz_30ms/simulation.batch
144144,142961,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/144144-142961/50Hz_30ms/simulation.batch
141575,145125,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/141575-145125/50Hz_30ms/simulation.batch
143459,143564,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/143459-143564/50Hz_30ms/simulation.batch
149191,138419,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/149191-138419/50Hz_30ms/simulation.batch
150825,148707,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/150825-148707/50Hz_30ms/simulation.batch
146724,156674,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/146724-156674/50Hz_30ms/simulation.batch
150168,145385,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/150168-145385/50Hz_30ms/simulation.batch
152676,137887,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/152676-137887/50Hz_30ms/simulation.batch
148382,151030,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/148382-151030/50Hz_30ms/simulation.batch
157929,137811,50.0,30,/gpfs/bbp.cscs.ch/project/proj32/glusynapse_20190926_release/testing/markram_1997/simulations/L5TTPC_L5TTPC/157929-137811/50Hz_30ms/simulation.batch
